name,x,y
sb_1430_1502_1542_1,4301.0,7581.0
sb_1430_1502_1543_2,4301.0,7581.0
sb_1587_1328_1067_1,5739.0,4323.0
sb_1588_1327_1068_2,5268.0,4291.0
sb_1616_1027_1618_1,6873.0,9559.0
sb_1617_1027_1619_2,6887.0,9520.0
sb_2077_2205_2346_2,3649.0,3386.0
sb_2077_2205_2347_1,3649.0,3386.0
sb_2077_2205_2349_3,3649.0,3386.0
sb_2145_2243_2306_1,4384.0,3227.0
sb_2145_2243_2306_2,4384.0,3227.0
sb_2145_2243_2306_3,4384.0,3227.0
sb_2162_2271_2315_5,4295.0,3508.0
sb_2191_2018_2019_6,4783.0,4781.0
sb_2191_2020_2021_7,4788.0,4781.0
sb_2191_2023_2024_1,4793.0,4781.0
sb_2191_2025_2026_2,4798.0,4781.0
sb_2191_2027_2028_3,4803.0,4781.0
sb_2191_2029_2030_4,4808.0,4781.0
sb_2191_2031_2022_5,4813.0,4781.0
sb_2195_2293_2332_1,4771.0,4426.0
sb_2195_2293_2332_2,4771.0,4426.0
sb_2200_2196_2304_3,3781.0,3712.0
sb_2200_2196_2305_2,3781.0,3712.0
sb_3134_3135_3136_1,3052.0,9141.0
sb_3134_3135_3136_2,3052.0,9141.0
sb_3177_3179_3178_1,2809.0,9055.0
sb_3177_3179_3178_2,2809.0,9055.0
sb_3226_3227_3228_1,3028.0,10092.0
sb_3226_3227_3228_2,3028.0,10092.0
sb_3231_3644_3645_1,2994.0,9901.0
sb_3231_3644_3645_2,2994.0,9901.0
sb_3266_3154_3155_1,4602.0,10751.0
sb_3302_3304_3303_1,4124.0,9772.0
sb_3302_3304_3303_2,4124.0,9772.0
sb_3302_3304_3303_3,4124.0,9772.0
sb_3333_3335_3336_2,4032.0,9688.0
sb_3333_3336_3335_1,4032.0,9688.0
sb_3333_3336_3335_3,4032.0,9688.0
sb_3358_3360_3361_1,2526.0,10171.0
sb_3359_3360_3361_2,2539.0,10176.0
sb_3359_3360_3361_3,2539.0,10176.0
sb_3362_3364_3363_1,4041.0,9811.0
sb_3362_3364_3363_2,4041.0,9811.0
sb_3371_3372_3373_1,2562.0,10119.0
sb_3371_3372_3373_2,2562.0,10119.0
sb_3379_3380_3381_3,3620.0,9361.0
sb_3413_3415_3414_1,3871.0,9628.0
sb_3413_3415_3414_2,3871.0,9628.0
sb_3483_3558_3484_3,3236.0,12402.0
sb_3483_3558_3485_2,3236.0,12402.0
sb_3486_3561_3487_1,2847.0,13278.0
sb_3486_3561_3488_2,2847.0,13278.0
sb_3486_3561_3489_3,2847.0,13278.0
sb_3492_3565_3494_2,3605.0,12080.0
sb_3492_3565_3495_1,3605.0,12080.0
sb_3516_3584_3517_1,2322.0,13417.0
sb_3628_3455_3453_1,2195.0,13466.0
sb_3629_3454_3456_2,2185.0,13541.0
sb_3633_3514_3513_4,2911.0,9176.0
sb_4031_4028_4027_2,1889.0,3982.0
sb_4031_4030_4029_1,1889.0,3982.0
sb_4038_4034_4033_3,1414.0,3995.0
sb_4038_4035_4036_2,1414.0,3995.0
sb_4104_4039_4040_1,1656.0,5014.0
sb_4104_4041_4042_2,1656.0,5014.0
sb_4104_4043_4044_3,1656.0,5014.0
sb_4104_4045_4046_4,1656.0,5014.0
sb_4109_4357_4358_1,1222.0,4855.0
sb_4160_4097_4400_2,369.0,4933.0
sb_4160_4097_4401_1,369.0,4933.0
sb_4166_4356_4491_3,210.0,4906.0
sb_4166_4356_4492_4,210.0,4906.0
sb_4186_4230_4494_1,1907.0,5794.0
sb_4187_4230_4495_2,1897.0,5799.0
sb_4218_4392_4496_1,3161.0,4103.0
sb_4220_4074_4498_3,3160.0,3925.0
sb_4220_4074_4499_5,3160.0,3925.0
sb_4220_4394_4497_1,3160.0,3925.0
sb_4254_4377_4432_1,1809.0,2939.0
sb_4257_4379_4434_1,1995.0,2759.0
sb_4257_4379_4434_2,1995.0,2759.0
sb_4257_4379_4434_3,1995.0,2759.0
sb_5087_5175_5176_3,5197.0,321.0
sb_5088_5175_5241_4,5215.0,322.0
sb_5090_5200_5201_5,4956.0,408.0
sb_5090_5200_5201_6,4956.0,408.0
sb_5093_5202_5203_1,5016.0,310.0
sb_5094_5202_5203_2,5031.0,307.0
